,Timestamp,Machine,Temperature,Pressure,PartLength,PartResistance
1,08/03/2022 00:00,1,303,100,47.71440166,6.3588303
2,08/03/2022 00:00,1,303,100,49.77396822,6.78617886
3,08/03/2022 00:00,1,303,100,50.34394996,6.856707377
4,08/03/2022 00:00,1,303,100,50.51014802,6.824194517
5,08/03/2022 00:00,1,303,100,48.30214495,6.659609132
6,08/03/2022 00:00,1,303,100,47.71451707,6.789434719
7,08/03/2022 00:00,1,303,100,49.54134332,6.660766951
8,08/03/2022 00:00,1,303,100,49.68670314,7.236988848
9,08/03/2022 00:00,1,303,100,48.31404872,7.070627052
10,08/03/2022 00:00,1,303,100,48.65613625,7.005429238
11,08/03/2022 00:00,1,303,100,48.80244038,6.99632723
12,08/03/2022 00:00,1,303,100,47.32136517,6.744717383
13,08/03/2022 00:01,1,303,100,49.73065014,7.34202984
14,08/03/2022 00:01,1,303,100,50.86377634,7.324993414
15,08/03/2022 00:01,1,303,100,50.99135436,7.166860805
16,08/03/2022 00:01,1,303,100,48.64581829,6.148791124
17,08/03/2022 00:01,1,303,100,48.71646507,6.829122871
18,08/03/2022 00:01,1,303,100,49.68815091,6.700427026
19,08/03/2022 00:01,1,303,100,51.32429043,6.873886433
20,08/03/2022 00:01,1,303,100,48.5999737,7.340190281
21,08/03/2022 00:01,1,303,100,47.04591602,7.0139368
22,08/03/2022 00:01,1,303,100,50.70279083,7.390765542
23,08/03/2022 00:01,1,303,100,49.69416492,7.226326878
24,08/03/2022 00:01,1,303,100,48.20760697,6.331395345
25,08/03/2022 00:02,1,303,100,47.11079564,6.341672879
26,08/03/2022 00:02,1,303,100,46.2709608,7.826376477
27,08/03/2022 00:02,1,303,100,48.9427545,6.830977285
28,08/03/2022 00:02,1,303,100,47.88968684,7.242514895
29,08/03/2022 00:02,1,303,100,49.05230125,6.867272694
30,08/03/2022 00:02,1,303,100,51.91263823,6.492095659
31,08/03/2022 00:02,1,303,100,49.05065108,7.031494862
32,08/03/2022 00:02,1,303,100,50.84250628,6.033254547
33,08/03/2022 00:02,1,303,100,50.1664075,6.235995777
34,08/03/2022 00:02,1,303,100,48.77447179,6.723240119
35,08/03/2022 00:02,1,303,100,49.69796371,7.152191142
36,08/03/2022 00:02,1,303,100,47.91729264,7.254591132
37,08/03/2022 00:03,1,303,100,50.60115412,6.869153433
38,08/03/2022 00:03,1,303,100,48.7682736,6.403141358
39,08/03/2022 00:03,1,303,100,51.12848969,6.587057171
40,08/03/2022 00:03,1,303,100,51.23088523,6.681131581
41,08/03/2022 00:03,1,303,100,49.05209292,7.477818671
42,08/03/2022 00:03,1,303,100,45.42378339,6.836794034
43,08/03/2022 00:03,1,303,100,50.01875104,6.664017081
44,08/03/2022 00:03,1,303,100,49.3393961,6.112656601
45,08/03/2022 00:03,1,303,100,50.49362148,6.872756823
46,08/03/2022 00:03,1,303,100,47.41086462,7.103068019
47,08/03/2022 00:03,1,303,100,50.76809608,6.512895538
48,08/03/2022 00:03,1,303,100,48.4882667,6.709745305
49,08/03/2022 00:04,1,303,100,49.99787946,6.430193767
50,08/03/2022 00:04,1,303,100,49.61453376,6.665992461
51,08/03/2022 00:04,1,303,100,48.89214707,6.446858768
52,08/03/2022 00:04,1,303,100,47.54331491,6.802735156
53,08/03/2022 00:04,1,303,100,49.83515417,6.631348922
54,08/03/2022 00:04,1,303,100,50.50206076,6.85169915
55,08/03/2022 00:04,1,303,100,47.78443496,6.746518738
56,08/03/2022 00:04,1,303,100,48.47580596,6.834549526
57,08/03/2022 00:04,1,303,100,49.84252389,6.455300563
58,08/03/2022 00:04,1,303,100,48.53216262,7.324818025
59,08/03/2022 00:04,1,303,100,47.50328059,6.115413037
60,08/03/2022 00:04,1,303,100,49.1338361,6.727546974
61,08/03/2022 00:05,1,303,100,49.00215677,6.928511538
62,08/03/2022 00:05,1,303,100,50.07985428,7.059078894
63,08/03/2022 00:05,1,303,100,52.92978714,7.492207298
64,08/03/2022 00:05,1,303,100,51.25333549,6.467531436
65,08/03/2022 00:05,1,303,100,51.44311992,7.395269183
66,08/03/2022 00:05,1,303,100,49.27837676,6.809612671
67,08/03/2022 00:05,1,303,100,48.9352607,6.783242998
68,08/03/2022 00:05,1,303,100,51.13357079,6.796520861
69,08/03/2022 00:05,1,303,100,50.5934222,6.967883182
70,08/03/2022 00:05,1,303,100,50.58565785,6.452197988
71,08/03/2022 00:05,1,303,100,49.02402233,6.78082141
72,08/03/2022 00:05,1,303,100,50.42330037,7.627451878
73,08/03/2022 00:06,1,303,100,51.59415607,6.654144358
